ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
757,The Urban Canopy,1400 W 46th St.,yes,60680,Chicago,,IL,USA,www.TheUrbanCanopy.org,,,,,,,Farm,yes,address,both,local,,,,,,,-87.66029162,41.81058176,Accelerate77,SE,2020-12-26
758,The Urban Islander’s Market at Treasure Island,2121 N. Clybourn Ave.,yes,60614,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66164626,41.91974181,City of Chicago Farmers Markets,SE,2020-12-26
759,The Veterinary Cooperative,2906 Central Street Suite # 116,yes,60201,Evanston,Cook,IL,USA,"http://tvc.coop,http://theveterinarycooperative.coop",,,,,,,Workers Collective,yes,address,both,local,,,,,,,-87.714943,42.0643115,dotcoop,SE,2020-12-26
760,The WasteShed,914 N. California Ave.,yes,60622,Chicago,,IL,USA,http://www.thewasteshed.com/,,,,,,,Second Hand Shop,yes,address,both,local,,,,,,,-87.69685063,41.89799753,Accelerate77,SE,2020-12-26
761,Thomas Street Garden,2655 W. Thomas St.,yes,60647,Chicago,,IL,USA,http://www.facebook.com/thomasstreetgarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.69336154,41.90104816,Accelerate77,SE,2020-12-26
762,Three Walls,119 N Peoria St,yes,60607,Chicago,,IL,USA,three-walls.org,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.64966927,41.88396167,Shareable Map,SE,2020-12-26
763,Thurgood Marshall Branch Library,7506 S. Racine Avenue,yes,60620,Chicago,,IL,USA,http://www.chipublib.org/locations/5,,,,,,,Library,yes,address,both,local,,,,,,,-87.65401338,41.75760927,data.cityofchicago.org,SE,2020-12-26
764,TITAN INSURANCE,5415 N LINCOLN AVE,,60625,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,1-800-848-2687,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6924785,41.9800226,SEWG,DC,2020-12-26
765,Toman Branch Library,2708 S. Pulaski Road,yes,60623,Chicago,,IL,USA,http://www.chipublib.org/locations/78,,,,,,,Library,yes,address,both,local,,,,,,,-87.72458471,41.84224929,data.cityofchicago.org,SE,2020-12-26
766,Transition Rogers Park,1336 W. Birchwood Ave,yes,60626,Chicago,,IL,USA,https://www.facebook.com/Transition-Rogers-Park-212090655497787/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.66443409,42.018318,Accelerate77,SE,2020-12-26
767,Trinity U.C.C. Federal Credit Union,400 W 95th St,yes,60628,Chicago,,IL,USA,http://creditunionaccess.com/cu23245.htm,,,,,(773)966-1505,yes,Credit Union,yes,address,both,local,,,,,,,-87.63396052,41.72076868,creditunionaccess.com,SE,2020-12-26
768,True Nature Health Foods,7000 N Glenwood Ave,yes,60626,Chicago,,IL,USA,truenaturefoods.com,,,,,,,supermarket,yes,address,both,local,,,,,,,-87.66630968,42.009134,Shareable Map,SE,2020-12-26
769,True Value Company,8600 W. Bryn Mawr Ave.,yes,60631,Chicago,Cook,IL,USA,"http://membersonline.coop,http://justaskrental.coop,http://grandrental.coop,http://gardenplace.coop,http://induserve.coop",,,,,,,hardware store,yes,address,both,national,,,,,,,-87.843331,41.982923,dotcoop,SE,2020-12-26
770,TRUSTMARK INSURANCE CO,400 FIELD DRIVE,yes,60045,Lake Forest,,IL,USA,http://www.trustmarkcompanies.com,,,,,847.615.1500,yes,cooperative,yes,address,both,local,,,,,,,-87.8996113,42.2462007,SEWG,DC,2020-12-26
771,Tudor Gables Building,4840 S Drexel Blvd,yes,60615,Chicago,,IL,USA,http://chicagocoop.net/directory/,,,,,(773) 268-7852,yes,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
772,Turtle Park and Garden,4900 N Troy St,yes,60625,Chicago,,IL,USA,http://neighbor-space.org/2011/05/20/turtle-park-and-garden/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.707649,41.970419,SEWG,DC,2020-12-26
773,Tutor-Mentor Connection,Merchandise Mart PO Box 3303,yes,60654,Chicago,,IL,USA,http://www.tutormentorexchange.net,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.636511,41.887141,Steve Ediger,SE,2020-12-26
774,U-Farm IIT,3350 S Michigan Ave,yes,60616,Chicago,,IL,USA,https://www.facebook.com/U.Farm.IIT,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.62340467,41.83377225,Accelerate77,SE,2020-12-26
775,U.S. Employees Credit Union,230 S Dearborn St Suite 2962,yes,60604,Chicago,,IL,USA,https://www.myusecu.org/,,,,,(312)922-5310,yes,Credit Union,yes,address,both,local,,,,,,,-87.62943278,41.87908519,creditunionaccess.com,SE,2020-12-26
776,U.S. Employees Credit Union,610 S Canal St #240,yes,60607,Chicago,,IL,USA,usemployees.org,,,,,,,Credit Union,yes,address,both,local,,,,,,,-87.6395216,41.87429136,Shareable Map,SE,2020-12-26
777,Ujima Garden,545 N Central Park Ave,yes,60624,Chicago,,IL,USA,https://www.facebook.com/ujimaCG/?ref=br_rs,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7159343,41.8915217,SEWG,DC,2020-12-26
778,Ukrainian Village Babysitting Coop,,,60622,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60622/796/ukrainian-village/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
779,Underground Film Festival,2646 N Milwaukee Ave,yes,60647,Chicago,,IL,USA,http://cuff.org/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.70880568,41.92981768,Shareable Map,SE,2020-12-26
780,Unified Homeowners of Illinois Federal Credit Union,4464 N Milwaukee Ave,yes,60630,Chicago,,IL,USA,http://uhifcu.virtualcu.net/,,,,,(773)283-9340,yes,Credit Union,yes,address,both,local,,,,,,,-87.75568409,41.96188759,creditunionaccess.com,SE,2020-12-26
781,UNITED CREDIT UNION,1526 E 55TH ST # 3,yes,60615,Chicago,,IL,USA,https://www.unitedcreditunion.com/contact-us/,,,,,(773) 843-8900,yes,Credit Union,yes,address,both,local,,,,,,,-87.5885461,41.7961907,SEWG,DC,2020-12-26
782,United Credit Union,4444 S Pulaski Rd,yes,60632,Chicago,,IL,USA,http://www.unitedcreditunion.com/,,,,,(773)376-6000,yes,Credit Union,yes,address,both,local,,,,,,,-87.72385201,41.81254219,creditunionaccess.com,SE,2020-12-26
783,UNITED CREDIT UNION,4444 S PULASKI RD,yes,60632,Chicago,,IL,USA,https://www.unitedcreditunion.com/contact-us/,,,,,(773) 376-6000,yes,Credit Union,yes,address,both,local,,,,,,,-87.7239957,41.8118736,SEWG,DC,2020-12-26
784,UNITED CREDIT UNION,5901 N CICERO AVE # 106,yes,60646,Chicago,,IL,USA,https://www.unitedcreditunion.com/,,,,,1-800-848-3444,yes,Credit Union,yes,address,both,local,,,,,,,-87.7480762,41.9889186,SEWG,DC,2020-12-26
785,United States Pirate Parties Cooperative Association,"7016 N Rockwell St, Apt 1",no,60645,Chicago,Cook,IL,USA,"https://blog.pirate-party.us/,http://uspp.coop",,,,,,,Social Workshop,yes,zip code,directory,local,,,,,,,-87.695431,42.0092234,dotcoop,SE,2020-12-26
786,United Winthrop Tower,4848 n Winthrop,yes,60640,Chicago,,IL,USA,https://www.unitedwinthroptowercooperative.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6581901,41.9709114,SEWG,DC,2020-12-26
787,Unity Garden,5102 W Fulton St,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2011/05/20/unity-garden/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.753106,41.886043,SEWG,DC,2020-12-26
788,Uptown Branch Library,929 W. Buena Avenue,yes,60613,Chicago,,IL,USA,http://www.chipublib.org/locations/87,,,,,,,Library,yes,address,both,local,,,,,,,-87.65349699,41.95835307,data.cityofchicago.org,SE,2020-12-26
789,Uptown Farmers Market at Weiss Memorial Hospital,4646 N. Marine Drive,yes,60640,Chicago,,IL,USA,https://www.weisshospital.com/connect-with-us/farmers-market,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.64892966,41.96635768,Accelerate77,SE,2020-12-26
790,Uptown United,4753 North Broadway #822,yes,60640,Chicago,,Il,USA,http://www.uptownunited.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.65918808,41.96824751,Accelerate77,SE,2020-12-26
791,Urban Array,2201 S Halsted,yes,60608,Chicago,,IL,USA,https://urbanarray.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6461661,41.8524124,SEWG,DC,2020-12-26
792,Urban Gateways,205 W Randolph St # 1700,yes,60606,Chicago,,IL,USA,urbangateways.org,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.63396595,41.88437884,Shareable Map,SE,2020-12-26
793,Urban Growers Collective,1200 W. 35th St,yes,60609,Chicago,,IL,USA,https://www.facebook.com/pg/urbangrowerscollective/about/?ref=page_internal,,,,,(773) 376-8882,yes,Farm,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
794,Urban Habitat,3409 N. Hamlin Ave.,yes,60618,Chicago,,IL,USA,www.urbanhabitatchicago.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.7223163,41.94295685,Accelerate77,SE,2020-12-26
795,US EMPLOYEES CREDIT UNION,30 S DEARBORN ST # 2962,yes,60604,Chicago,,IL,USA,https://www.myusecu.org,,,,,(312) 922-5310,yes,Credit Union,yes,address,both,local,,,,,,,-87.6296593,41.881569,SEWG,DC,2020-12-26
796,US EMPLOYEES CREDIT UNION,610 S CANAL ST # 240,yes,60607,Chicago,,IL,USA,https://www.myusecu.org,,,,,(312)922-5310,yes,Credit Union,yes,address,both,local,,,,,,,-87.6400076,41.8739471,SEWG,DC,2020-12-26
797,VA SOUTH DIV CREDIT UNION,820 S DAMEN AVE # 1408,yes,60612,Chicago,,IL,USA,https://www.sdcu.org,,,,,(312) 243-8592,yes,Credit Union,yes,address,both,local,,,,,,,-87.6769904,41.8699473,SEWG,DC,2020-12-26
798,Vedgewater Gardens,6300 N Broadway,yes,60640,Chicago,,Il,USA,http://www.petersongarden.org/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66054936,41.99637851,Accelerate77,SE,2020-12-26
799,Velma Johnson Memorial Garden,3401 W Flournoy St,yes,60624,Chicago,,IL,USA,http://neighbor-space.org/2011/05/19/velma-johnson-memorial-garden/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.7108918,41.8726167,SEWG,DC,2020-12-26
800,Vendors Kitchen,,,,Chicago,,IL,USA,www.vendorskitchen.org,,,,,,,Workers Collective,check,address,both,local,,,,,,,,,Steve Ediger,SE,2020-12-26
801,Veteran’s Peace Garden,5413 W Madison St,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2018/01/10/veterans-peace-garden/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.760779,41.8799629,SEWG,DC,2020-12-26
753,Victory Garden,8911 S Exchange Ave,yes,60617,Chicago,,IL,USA,http://neighbor-space.org/2011/05/20/victory-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.552306,41.7332759,SEWG,DC,2020-12-26
803,Vodak-East Side Branch Library,3710 E. 106th Street,yes,60617,Chicago,,IL,USA,http://www.chipublib.org/locations/24,,,,,,,Library,yes,address,both,local,,,,,,,-87.53365379,41.70263496,data.cityofchicago.org,SE,2020-12-26
804,Walker Branch Library,11071 S. Hoyne Avenue,yes,60643,Chicago,,IL,USA,http://www.chipublib.org/locations/80,,,,,,,Library,yes,address,both,local,,,,,,,-87.67413709,41.69240893,data.cityofchicago.org,SE,2020-12-26
805,Warner Park and Garden,1446 W Warner Ave,yes,60613,Chicago,,IL,USA,http://neighbor-space.org/2011/05/20/warner-park-and-gardens/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.666194,41.957329,SEWG,DC,2020-12-26
806,Washington Park Chicago Botanic Garden’s Windy City Harvest Market,555 E. 51st St.,yes,60615,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.61571017,41.80201496,City of Chicago Farmers Markets,SE,2020-12-26
807,Water Works Branch Library,163 E. Pearson Street,yes,60611,Chicago,,IL,USA,http://www.chipublib.org/locations/171,,,,,,,Library,yes,address,both,local,,,,,,,-87.62320804,41.89750589,data.cityofchicago.org,SE,2020-12-26
808,WECAN - Woodlawn East Community And Neighbors,6450 S. Stony Island Ave.,yes,60637,Chicago,,IL,USA,www.wecanwoodlawn.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.58646646,41.77785143,Accelerate77,SE,2020-12-26
809,Weiss Uptown Farmers Market,4646 N. Marine Dr.,yes,60640,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.64892966,41.96635768,City of Chicago Farmers Markets,SE,2020-12-26
810,West Belmont Branch Library,3104 N. Narragansett Avenue,yes,60634,Chicago,,IL,USA,http://www.chipublib.org/locations/83,,,,,,,Library,yes,address,both,local,,,,,,,-87.78596635,41.93662158,data.cityofchicago.org,SE,2020-12-26
811,West Chicago Avenue Branch Library,4844 West Chicago Avenue,yes,60651,Chicago,,IL,USA,http://www.chipublib.org/locations/139/,,,,,,,Library,yes,address,both,local,,,,,,,-87.74690961,41.89508499,Accelerate77,SE,2020-12-26
812,West Englewood Branch Library,1745 W. 63rd Street,yes,60636,Chicago,,IL,USA,http://www.chipublib.org/locations/135,,,,,,,Library,yes,address,both,local,,,,,,,-87.66812837,41.7793058,data.cityofchicago.org,SE,2020-12-26
813,West Humboldt Park Family & Comm. Dev. Cncl.,3620 W Chicago Ave.,yes,60651,Chicago,,Il,USA,http://www.whpdevelopmentcouncil.net/index.html,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71717258,41.8955426,Accelerate77,SE,2020-12-26
814,West Humboldt Park Farmers Market *,3601 W. Chicago Ave.,yes,60651,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.71633352,41.89537072,City of Chicago Farmers Markets,SE,2020-12-26
815,West Lawn Branch Library,4020 W. 63rd St.,yes,60629,Chicago,,IL,USA,http://www.chipublib.org/locations/84/,,,,,,,Library,yes,address,both,local,,,,,,,-87.72357041,41.77873851,Accelerate77,SE,2020-12-26
816,West Pullman Branch Library,830 W. 119th St.,yes,60643,Chicago,,IL,USA,http://www.chipublib.org/locations/136/,,,,,,,Library,yes,address,both,local,,,,,,,-87.64312507,41.67788671,Accelerate77,SE,2020-12-26
817,West Town Bikes,2459 West Division Street,yes,60622,Chicago,,IL,USA,http://westtownbikes.org/,,,,,,,Bicycle Store,yes,address,both,local,,,,,,,-87.68847062,41.90291137,Shareable Map,SE,2020-12-26
818,West Town Branch Library,1625 W. Chicago Avenue,yes,60622,Chicago,,IL,USA,http://www.chipublib.org/locations/170,,,,,,,Library,yes,address,both,local,,,,,,,-87.66819875,41.89596722,data.cityofchicago.org,SE,2020-12-26
819,WESTERN SOUTHERN LIFE INS CO,4610C W DIVERSEY AVE,,60639,Chicago,,IL,USA,https://www.westernsouthern.com/wslife,,,,,(773) 736-3272,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.7424086,41.9323861,SEWG,DC,2020-12-26
820,Whipple / Dickens Community Garden,2056 N. Whipple St,yes,60647,Chicago,,IL,USA,https://www.facebook.com/whipplecommunitygarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70392699,41.91856722,Accelerate77,SE,2020-12-26
821,"Whitney M. Young, Jr. Branch Library",7901 S. King Drive,yes,60619,Chicago,,IL,USA,http://www.chipublib.org/locations/90,,,,,,,Library,yes,address,both,local,,,,,,,-87.607643,41.745767,data.cityofchicago.org,SE,2020-12-26
822,Wicker Park Babysitting Coop,,,60642,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60642/640/wicker-park/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
822,Wicker Park Farmers Market,1425 N. Damen Ave.,yes,60622,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.67729043,41.90742049,City of Chicago Farmers Markets,SE,2020-12-26
822,Wicker Park Farmers' Market,1425 N. Damen St.,yes,60622,Chicago,,IL,USA,https://www.facebook.com/Wicker-Park-Farmers-Market-251165281566761/,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.67729043,41.90742049,Accelerate77,SE,2020-12-26
822,Wilson Paulina Cooperative Association,"1623 W Wilson Avenue, Apt 3W, Chicago",yes,60640,Chicago,Cook,IL,USA,http://wpca.coop,Ben Steinbuhler,no,,,773.353.8310,no,Housing Coop,yes,address,,,,,,,,,-87.670476,41.964989,dotcoop,SE,2020-12-26
823,Wilson Paulina Cooperative Association,"1623 W Wilson Avenue, Apt 3W, Chicago",yes,60640,Chicago,Cook,IL,USA,http://wpca.coop,Sharon Banis,no,,,(773) 728-2530,no,Housing Coop,yes,address,,,,,,,,,-87.670476,41.964989,dotcoop,SE,2020-12-26
824,Win-Hood Co-Op Credit Union,6149 N Wolcott Ave,yes,60660,Chicago,,IL,USA,http://winhoodcu.com/,,,,,(773)761-3400,yes,Credit Union,yes,address,both,local,,,,,,,-87.67705808,41.99343932,creditunionaccess.com,SE,2020-12-26
825,Windy City Harvest Youth Farm in North Lawndale,3539-49 W Ogden Ave,yes,60623,Chicago,,IL,USA,http://www.chicagobotanic.org/urbanagriculture/youthfarm/farms,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71724,41.846636,Neighborspace,SE,2020-12-26
827,Windy City Harvest Youth Farm in North Lawndale,3539-49 W Ogden Ave,yes,60623,Chicago,,IL,USA,http://neighbor-space.org/2012/06/17/windy-city-harvest-youth-farm-in-north-lawndale/,,,,,,,Community Garden,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
829,Windy City Harvest’s People’s Garden,215-21 N Kenneth Ave,yes,60624,Chicago,,IL,USA,http://neighbor-space.org/2012/06/17/windy-city-harvests-peoples-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7392422,41.9526918,SEWG,DC,2020-12-26
830,Winthrop Avenue Family Historical Garden,4630 N Winthrop Ave,yes,60640,Chicago,,Il,USA,https://sites.google.com/site/winthropinitiatives/home,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.65733545,41.96649185,Accelerate77,SE,2020-12-26
832,Winthrop Family Historical Garden,4328 N Winthrop Ave,yes,60640,Chicago,,IL,USA,,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6562146,41.9658485,SEWG,DC,2020-12-26
836,Winthrop Harmony Arts Garden,4919 N. Winthrop,yes,60640,Chicago,,IL,USA,http://www.greenscenechicago.org/About_the_Garden.html,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.65761165,41.97206661,creditunionaccess.com,SE,2020-12-26
802,Women's Business Development Center,8 S Michigan Ave,yes,60603,Chicago,,IL,USA,https://www.wbdc.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.624881,41.8818946,SEWG,DC,2020-12-26
838,Wood Street Urban Farm,5814 S. Wood St.,yes,60636,Chicago,,IL,USA,www.growinghomeinc.org,,,,,,,Farm,yes,address,both,local,,,,,,,-87.66937782,41.78824614,Accelerate77,SE,2020-12-26
839,Woodson Regional Branch Library,9525 S. Halsted Street,yes,60628,Chicago,,IL,USA,http://www.chipublib.org/locations/98,,,,,,,Library,yes,address,both,local,,,,,,,-87.64310895,41.72101275,data.cityofchicago.org,SE,2020-12-26
840,Woolman-Washington Co-Op,2049 W Pierce Ave,yes,60622,Chicago,,IL,USA,http://section-8-housing.credio.com/l/6127/Woolman-Washington-Cooperative-Apartments,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.67917428,41.90924886,Shareable Map,SE,2020-12-26
841,Working Bikes Cooperative,2434 S Western Ave,yes,60608,Chicago,,IL,USA,workingbikes.org,,,,,,,Bicycle Store,yes,address,both,local,,,,,,,-87.68559226,41.8470678,Shareable Map,SE,2020-12-26
842,Workshop 88,481 N Main St. Rear Building Unit B,yes,60137,Glen Ellyn,,IL,USA,http://blog.workshop88.com/,,,,,,,Hackerspace,yes,address,both,local,,,,,,,-88.06662801,41.87689689,Steve Ediger,SE,2020-12-26
843,Wrightwood-Ashburn Branch Library,8530 S. Kedzie Avenue,yes,60652,Chicago,,IL,USA,http://www.chipublib.org/locations/89,,,,,,,Library,yes,address,both,local,,,,,,,-87.70216888,41.73836723,data.cityofchicago.org,SE,2020-12-26
846,Xochiquetzal Peace Garden,1903 W 23rd St,yes,60608,Chicago,,IL,USA,https://www.facebook.com/xochiquetzalpeacegarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.67344207,41.85030729,creditunionaccess.com,SE,2020-12-26
848,Yollocalli Arts Research and Radio Arte,2801 S Ridgeway,yes,60623,Chicago,,IL,USA,http://yollocalli.org/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.71826486,41.84066188,Accelerate77,SE,2020-12-26
849,Young Aggies,3052 S Gratten Ave,yes,60608,Chicago,,IL,USA,https://www.facebook.com/YoungAggies,,,,,,,Farm,yes,address,both,local,,,,,,,-87.65439858,41.83927959,Shareable Map,SE,2020-12-26
850,Young Men's Educational Network,1241 S. Pulaski Rd.,yes,60623,Chicago,,IL,USA,www.ymenchicago.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.72505562,41.86543127,Accelerate77,SE,2020-12-26
851,Zhao B. Art Center,1029 W. 35th Street,yes,60609,Chicago,,IL,USA,http://www.zhoubartcenter.com/,,,,,,,museum,yes,address,both,local,,,,,,,-87.65170643,41.83058717,Accelerate77,SE,2020-12-26
852,Uptown Farmers Market,"4620 North Broadway, Chicago, IL 60640",yes,60640,Chicago,,IL,USA,"https://www.chicagomarket.coop/uptownfarmersmarket,https://www.facebook.com/chicagomarket",,,,,312-493-9572,no,Food Cooperative,yes,address,both,local,,,,,,,-87.6582693,41.965912,Steve Ediger,SE,2020-12-26
