name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
UNITED SECURITY SVC,1550 S INDIANA AVE # 30,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,800) 248-8558,,,-87.6228617,41.8606092,SEWG,DC,,,,,,
UNITED SERVICE CO,1550 S INDIANA,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,800) 248-8558,,,-87.6228617,41.8606092,SEWG,DC,,,,,,
UNITED TEMPS,1550 S INDIANA AVE # 300,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,800) 248-8558,,,-87.6228437,41.8606586,SEWG,DC,,,,,,
UNITED TEMPS,2904 W CERMAK RD,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 521-7005,,,-87.6997366,41.852262,SEWG,DC,,,,,,
River Oaks Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Unity Garden,5102 W Fulton St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.753106,41.886043,SEWG,DC,,,,,,
Unity Park,1900 S Kostner Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7349412,41.8545684,SEWG,DC,,,,,,
Underground Film Festival,2646 N Milwaukee Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Arts Centre,yes,http://cuff.org/,,,,,,,,,,,,,,-87.70880568,41.92981768,Shareable Map,SE,,,,,,
Unified Homeowners of Illinois Federal Credit Union,4464 N Milwaukee Ave,60630,Chicago,IL,"Chicago, IL 60630",USA,Credit Union,yes,http://uhifcu.virtualcu.net/,,,,,,,,,,,(773)283-9340,,,-87.75568409,41.96188759,creditunionaccess.com,SE,,,,,,
UNITED CREDIT UNION,1526 E 55TH ST # 3,60615,Chicago,IL,"Chicago, IL 60615",USA,Credit Union,yes,https://www.unitedcreditunion.com/contact-us/,,,,,,,,,,,(773) 843-8900,,,-87.5885461,41.7961907,SEWG,DC,,,,,,
United Credit Union,4444 S Pulaski Rd,60632,Chicago,IL,"Chicago, IL 60632",USA,Credit Union,yes,http://www.unitedcreditunion.com/,,,,,,,,,,,(773)376-6000,,,-87.72385201,41.81254219,creditunionaccess.com,SE,,,,,,
UNITED CREDIT UNION,4444 S PULASKI RD,60632,Chicago,IL,"Chicago, IL 60632",USA,Credit Union,yes,https://www.unitedcreditunion.com/contact-us/,,,,,,,,,,,(773) 376-6000,,,-87.7239957,41.8118736,SEWG,DC,,,,,,
UNITED CREDIT UNION,5901 N CICERO AVE # 106,60646,Chicago,IL,"Chicago, IL 60646",USA,Credit Union,yes,https://www.unitedcreditunion.com/,,,,,,,,,,,1-800-848-3444,,,-87.7480762,41.9889186,SEWG,DC,,,,,,
US AVIATION,1550 S INDIANA AVE # 300,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,800) 248-8558,,,-87.6228437,41.8606586,SEWG,DC,,,,,,
Uptown Branch Library,929 W. Buena Avenue,60613,Chicago,IL,"Chicago, IL 60613",USA,Library,yes,http://www.chipublib.org/locations/87,,,,,,,,,,,,,,-87.65349699,41.95835307,data.cityofchicago.org,SE,,,,,,
Uptown Farmers Market at Weiss Memorial Hospital,4646 N. Marine Drive,60640,Chicago,IL,"Chicago, IL 60640",USA,Farmers Market,yes,https://www.weisshospital.com/connect-with-us/farmers-market,,,,,,,,,,,,,,-87.64892966,41.96635768,Accelerate77,SE,,,,,,
Uptown United,4753 North Broadway #822,60640,Chicago,Il,"Chicago, Il 60640",USA,Social Workshop,yes,http://www.uptownunited.org/,,,,,,,,,,,,,,-87.65918808,41.96824751,Accelerate77,SE,,,,,,
Urban Array,2201 S Halsted,60608,Chicago,IL,"Chicago, IL 60608",USA,Social Workshop,yes,https://urbanarray.org/,,,,,,,,,,,,,,-87.6461661,41.8524124,SEWG,DC,,,,,,
Velma Johnson Memorial Garden,3401 W Flournoy St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7108918,41.8726167,SEWG,DC,,,,,,
Veteran’s Peace Garden,5413 W Madison St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.760779,41.8799629,SEWG,DC,,,,,,
Victory Garden,8911 S Exchange Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.552306,41.7332759,SEWG,DC,,,,,,
Urban Gateways,205 W Randolph St # 1700,60606,Chicago,IL,"Chicago, IL 60606",USA,Arts Centre,yes,urbangateways.org,,,,,,,,,,,,,,-87.63396595,41.88437884,Shareable Map,SE,,,,,,
Urban Habitat,3409 N. Hamlin Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,yes,www.urbanhabitatchicago.org,,,,,,,,,,,,,,-87.7223163,41.94295685,Accelerate77,SE,,,,,,
US EMPLOYEES CREDIT UNION,30 S DEARBORN ST # 2962,60604,Chicago,IL,"Chicago, IL 60604",USA,Credit Union,yes,https://www.myusecu.org,,,,,,,,,,,(312) 922-5310,,,-87.6296593,41.881569,SEWG,DC,,,,,,
Warner Park and Garden,1446 W Warner Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.666194,41.957329,SEWG,DC,,,,,,
US EMPLOYEES CREDIT UNION,610 S CANAL ST # 240,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://www.myusecu.org,,,,,,,,,,,(312)922-5310,,,-87.6400076,41.8739471,SEWG,DC,,,,,,
VA SOUTH DIV CREDIT UNION,820 S DAMEN AVE # 1408,60612,Chicago,IL,"Chicago, IL 60612",USA,Credit Union,yes,https://www.sdcu.org,,,,,,,,,,,(312) 243-8592,,,-87.6769904,41.8699473,SEWG,DC,,,,,,
Vedgewater Gardens,6300 N Broadway,60640,Chicago,Il,"Chicago, Il 60640",USA,Community Garden,yes,http://www.petersongarden.org/,,,,,,,,,,,,,,-87.66054936,41.99637851,Accelerate77,SE,,,,,,
Vendors Kitchen,,,Chicago,IL,,USA,Workers Collective,check,www.vendorskitchen.org,,,,,,,,,,,,,,,,Steve Ediger,SE,,,,,,
Vodak-East Side Branch Library,3710 E. 106th Street,60617,Chicago,IL,"Chicago, IL 60617",USA,Library,yes,http://www.chipublib.org/locations/24,,,,,,,,,,,,,,-87.53365379,41.70263496,data.cityofchicago.org,SE,,,,,,
Walker Branch Library,11071 S. Hoyne Avenue,60643,Chicago,IL,"Chicago, IL 60643",USA,Library,yes,http://www.chipublib.org/locations/80,,,,,,,,,,,,,,-87.67413709,41.69240893,data.cityofchicago.org,SE,,,,,,
Washington Park Chicago Botanic Garden’s Windy City Harvest Market,555 E. 51st St.,60615,Chicago,IL,"Chicago, IL 60615",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.61571017,41.80201496,City of Chicago Farmers Markets,SE,,,,,,
Water Works Branch Library,163 E. Pearson Street,60611,Chicago,IL,"Chicago, IL 60611",USA,Library,yes,http://www.chipublib.org/locations/171,,,,,,,,,,,,,,-87.62320804,41.89750589,data.cityofchicago.org,SE,,,,,,
We Farm America,2545 W Diversey Ave #213,60647,Chicago,IL,"Chicago, IL 60647",USA,garden centre,yes,http://wefarmamerica.com/,,,,,,,,,,,,,,-87.69181978,41.93204687,Shareable Map,SE,,,,,,
WECAN - Woodlawn East Community And Neighbors,6450 S. Stony Island Ave.,60637,Chicago,IL,"Chicago, IL 60637",USA,Association Office,yes,www.wecanwoodlawn.org,,,,,,,,,,,,,,-87.58646646,41.77785143,Accelerate77,SE,,,,,,
Weiss Uptown Farmers Market,4646 N. Marine Dr.,60640,Chicago,IL,"Chicago, IL 60640",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.64892966,41.96635768,City of Chicago Farmers Markets,SE,,,,,,
West Belmont Branch Library,3104 N. Narragansett Avenue,60634,Chicago,IL,"Chicago, IL 60634",USA,Library,yes,http://www.chipublib.org/locations/83,,,,,,,,,,,,,,-87.78596635,41.93662158,data.cityofchicago.org,SE,,,,,,
West Chicago Avenue Branch Library,4844 West Chicago Avenue,60651,Chicago,IL,"Chicago, IL 60651",USA,Library,yes,http://www.chipublib.org/locations/139/,,,,,,,,,,,,,,-87.74690961,41.89508499,Accelerate77,SE,,,,,,
West Englewood Branch Library,1745 W. 63rd Street,60636,Chicago,IL,"Chicago, IL 60636",USA,Library,yes,http://www.chipublib.org/locations/135,,,,,,,,,,,,,,-87.66812837,41.7793058,data.cityofchicago.org,SE,,,,,,
WESTERN SOUTHERN LIFE INS CO,4610C W DIVERSEY AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://www.westernsouthern.com/wslife,,,,,,,,,,,(773) 736-3272,,,-87.7424086,41.9323861,SEWG,DC,,,,,,
Westside Learning Centers of Malcolm X College,1019 S MAY ST,60607,Chicago,IL,"Chicago, IL 60607",USA,,no,https://www.yelp.com/biz/westside-education-center-chicago,,,,,,,,,,,312.850.7420,,,-87.6549238,41.8688231,SEWG,DC,,,,,,
West Humboldt Park Family & Comm. Dev. Cncl.,3620 W Chicago Ave.,60651,Chicago,Il,"Chicago, Il 60651",USA,Association Office,yes,http://www.whpdevelopmentcouncil.net/index.html,,,,,,,,,,,,,,-87.71717258,41.8955426,Accelerate77,SE,,,,,,
West Humboldt Park Farmers Market *,3601 W. Chicago Ave.,60651,Chicago,IL,"Chicago, IL 60651",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.71633352,41.89537072,City of Chicago Farmers Markets,SE,,,,,,
West Lawn Branch Library,4020 W. 63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Library,yes,http://www.chipublib.org/locations/84/,,,,,,,,,,,,,,-87.72357041,41.77873851,Accelerate77,SE,,,,,,
West Pullman Branch Library,830 W. 119th St.,60643,Chicago,IL,"Chicago, IL 60643",USA,Library,yes,http://www.chipublib.org/locations/136/,,,,,,,,,,,,,,-87.64312507,41.67788671,Accelerate77,SE,,,,,,
West Town Bikes,2459 West Division Street,60622,Chicago,IL,"Chicago, IL 60622",USA,Bicycle Store,yes,http://westtownbikes.org/,,,,,,,,,,,,,,-87.68847062,41.90291137,Shareable Map,SE,,,,,,
West Town Branch Library,1625 W. Chicago Avenue,60622,Chicago,IL,"Chicago, IL 60622",USA,Library,yes,http://www.chipublib.org/locations/170,,,,,,,,,,,,,,-87.66819875,41.89596722,data.cityofchicago.org,SE,,,,,,
Whipple / Dickens Community Garden,2056 N. Whipple St,60647,Chicago,IL,"Chicago, IL 60647",USA,Community Garden,yes,https://www.facebook.com/whipplecommunitygarden/,,,,,,,,,,,,,,-87.70392699,41.91856722,Accelerate77,SE,,,,,,
Windy City Harvest’s People’s Garden,215-21 N Kenneth Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7392422,41.9526918,SEWG,DC,,,,,,
"Whitney M. Young, Jr. Branch Library",7901 S. King Drive,60619,Chicago,IL,"Chicago, IL 60619",USA,Library,yes,http://www.chipublib.org/locations/90,,,,,,,,,,,,,,-87.607643,41.745767,data.cityofchicago.org,SE,,,,,,
Winthrop Family Historical Garden,4328 N Winthrop Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6562146,41.9658485,SEWG,DC,,,,,,
Wicker Park Babysitting Coop,,60642,Chicago,IL,"Chicago, IL 60642",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60642/640/wicker-park/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Wicker Park Farmers Market,1425 N. Damen Ave.,60622,Chicago,IL,"Chicago, IL 60622",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.67729043,41.90742049,City of Chicago Farmers Markets,SE,,,,,,
Wicker Park Farmers' Market,1425 N. Damen St.,60622,Chicago,IL,"Chicago, IL 60622",USA,Farmers Market,yes,https://www.facebook.com/Wicker-Park-Farmers-Market-251165281566761/,,,,,,,,,,,,,,-87.67729043,41.90742049,Accelerate77,SE,,,,,,
Win-Hood Co-Op Credit Union,6149 N Wolcott Ave,60660,Chicago,IL,"Chicago, IL 60660",USA,Credit Union,yes,http://winhoodcu.com/,,,,,,,,,,,(773)761-3400,,,-87.67705808,41.99343932,creditunionaccess.com,SE,,,,,,
Saint Francis Catholic Worker House of Hospitality,4652 N Kenmore Ave,60640,Chicago,IL,"Chicago, IL 60640",USA,Housing Coop,yes,http://stfrancisworker.weebly.com/,,,,,,,,,,,,,,-87.65628898,41.96649095,Fellowship of Intentional Communities,SE,,,,,,
Windy City Harvest Youth Farm in North Lawndale,3539-49 W Ogden Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,http://www.chicagobotanic.org/urbanagriculture/youthfarm/farms,,,,,,,,,,,,,,-87.71724,41.846636,Neighborspace,SE,,,,,,
Winthrop Avenue Family Historical Garden,4630 N Winthrop Ave,60640,Chicago,Il,"Chicago, Il 60640",USA,Community Garden,yes,https://sites.google.com/site/winthropinitiatives/home,,,,,,,,,,,,,,-87.65733545,41.96649185,Accelerate77,SE,,,,,,
Winthrop Harmony Arts Garden,4919 N. Winthrop,60640,Chicago,IL,"Chicago, IL 60640",USA,Community Garden,yes,http://www.greenscenechicago.org/About_the_Garden.html,,,,,,,,,,,,,,-87.65761165,41.97206661,creditunionaccess.com,SE,,,,,,
Women's Business Development Center,8 S Michigan Ave,60603,Chicago,IL,"Chicago, IL 60603",USA,Social Workshop,yes,https://www.wbdc.org,,,,,,,,,,,,,,-87.624881,41.8818946,SEWG,DC,,,,,,
Wood Street Urban Farm,5814 S. Wood St.,60636,Chicago,IL,"Chicago, IL 60636",USA,Farm,yes,www.growinghomeinc.org,,,,,,,,,,,,,,-87.66937782,41.78824614,Accelerate77,SE,,,,,,
Woodson Regional Branch Library,9525 S. Halsted Street,60628,Chicago,IL,"Chicago, IL 60628",USA,Library,yes,http://www.chipublib.org/locations/98,,,,,,,,,,,,,,-87.64310895,41.72101275,data.cityofchicago.org,SE,,,,,,
Working Bikes Cooperative,2434 S Western Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,Bicycle Store,yes,workingbikes.org,,,,,,,,,,,,,,-87.68559226,41.8470678,Shareable Map,SE,,,,,,
Workshop 88,481 N Main St. Rear Building Unit B,60137,Glen Ellyn,IL,"Glen Ellyn, IL 60137",USA,Hackerspace,yes,http://blog.workshop88.com/,,,,,,,,,,,,,,-88.06662801,41.87689689,Steve Ediger,SE,,,,,,
Wrightwood-Ashburn Branch Library,8530 S. Kedzie Avenue,60652,Chicago,IL,"Chicago, IL 60652",USA,Library,yes,http://www.chipublib.org/locations/89,,,,,,,,,,,,,,-87.70216888,41.73836723,data.cityofchicago.org,SE,,,,,,
Xochiquetzal Peace Garden,1903 W 23rd St,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,https://www.facebook.com/xochiquetzalpeacegarden/,,,,,,,,,,,,,,-87.67344207,41.85030729,creditunionaccess.com,SE,,,,,,
Silent Cooperative,2500 w Belmont,60618,Chicago,IL,"Chicago, IL 60618",USA,Housing Coop,yes,https://www.facebook.com/pages/Silent-Cooperative/117493831645655,,,,,,,,,,,(773) 935-0640,,,-87.691124,41.9398684,SEWG,DC,,,,,,
Yollocalli Arts Research and Radio Arte,2801 S Ridgeway,60623,Chicago,IL,"Chicago, IL 60623",USA,Arts Centre,yes,http://yollocalli.org/,,,,,,,,,,,,,,-87.71826486,41.84066188,Accelerate77,SE,,,,,,
Solarium/The Roost,1245 W. Jarvis,60626,Chicago,il,"Chicago, il 60626",USA,Housing Coop,yes,http://www.ic.org/directory/solarium/,,,,,,,,,,,,,,-87.66401705,42.01603039,Fellowship of Intentional Communities,SE,,,,,,
Sophia Community,5615 s woodlawn,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,check,https://www.sophiacommunity.org/,,,,,,,,,,,,,,-87.5964611,41.7927505,SEWG,DC,,,,,,
Sophia Community,5615 S Woodlawn Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,check,http://www.sophiacommunity.org/,,,,,,,,,,,,,,-87.5964034,41.79300255,Fellowship of Intentional Communities,SE,,,,,,
Spaulding Collective,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Su Casa,,,Chicago,IL,"Chicago, IL",USA,Housing Coop,check,https://new.sucasacw.org/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Su Casa Catholic Worker Community,5045 S Laflin St,60609,Chicago,IL,"Chicago, IL 60609",USA,Housing Coop,yes,http://www.sucasacw.org/,,,,,,,,,,,,,,-87.66228284,41.80234087,Fellowship of Intentional Communities,SE,,,,,,
The Albany Consensus,2425 N Albany,60612,Chicago,IL,"Chicago, IL 60612",USA,Housing Coop,yes,http://albanyconsensus.org/,,,,,,,,,,,,,,-87.70478484,41.9254372,Fellowship of Intentional Communities,SE,,,,,,
The Community of the Holy Trinity,3748 W EastWood Ave #2,60660,Chicago,IL,"Chicago, IL 60660",USA,Housing Coop,yes,https://www.facebook.com/Community-of-the-Holy-Trinity-178817609238/,,,,,,,,,,,,,,-87.722613,41.965844,SEWG,DC,,,,,,
Young Aggies,3052 S Gratten Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,Farm,yes,https://www.facebook.com/YoungAggies,,,,,,,,,,,,,,-87.65439858,41.83927959,Shareable Map,SE,,,,,,
The HUB Housing Cooperative,2358 S Marshall Blvd,60623,Chicago,IL,"Chicago, IL 60623",USA,Housing Coop,check,https://www.facebook.com/HUBHousingCooperative,,,,,,,,,,,,,,-87.69909534,41.84898579,Fellowship of Intentional Communities,SE,,,,,,
The Imaginal Cell,Pulaski & North,,Chicago,IL,"Chicago, IL",USA,Housing Coop,check,http://imaginalcellchicago.com/,,,,,,,,,,,,,,-87.7271788,41.9391102,SEWG,DC,,,,,,
Young Men's Educational Network,1241 S. Pulaski Rd.,60623,Chicago,IL,"Chicago, IL 60623",USA,Social Workshop,yes,www.ymenchicago.com/,,,,,,,,,,,,,,-87.72505562,41.86543127,Accelerate77,SE,,,,,,
Zhao B. Art Center,1029 W. 35th Street,60609,Chicago,IL,"Chicago, IL 60609",USA,museum,yes,http://www.zhoubartcenter.com/,,,,,,,,,,,,,,-87.65170643,41.83058717,Accelerate77,SE,,,,,,
Tudor Gables Building,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
United Winthrop Tower,4848 n Winthrop,60640,Chicago,IL,"Chicago, IL 60640",USA,Housing Coop,yes,https://www.unitedwinthroptowercooperative.com/,,,,,,,,,,,,,,-87.6581901,41.9709114,SEWG,DC,,,,,,
Woolman-Washington Co-Op,2049 W Pierce Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Housing Coop,yes,http://section-8-housing.credio.com/l/6127/Woolman-Washington-Cooperative-Apartments,,,,,,,,,,,,,,-87.67917428,41.90924886,Shareable Map,SE,,,,,,
,2840 N. Francisco,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
